[1]t	 [2]tag	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
0.9 97 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 98 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 99 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 100 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 101 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 102 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 103 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 104 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 105 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 106 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 107 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 108 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 109 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 110 -1.67943 3.8572 1.15467 0.012114 0.00775687 0.00398516 0.140964 0.17016 0.103862 0.792109 
0.9 111 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.9 112 -0.228774 0.49303 0.649625 0.00852056 0.000642352 -0.000100692 0.0957231 0.130552 0.0358068 0.961652 
0.9 113 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 0 134.832 0.407773 -1.49591 0.0584545 -0.0193075 -0.00906022 0.197856 0.344953 -nan -nan 
0.95 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 23 -0.285274 0.058847 -2.55071 0.00851508 0.00260941 -0.00299861 0.105473 0.13979 0.0520349 0.928139 
0.95 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 25 0.06217 -1.68297 -1.70538 0.00037072 0.00231103 -0.000562387 0.0517856 0.0701747 0.0209524 0.954386 
0.95 26 -2.86812 -1.5951 -1.21002 0.00546912 0.00382322 0.00225995 0.0963968 0.118754 0.0669484 0.825941 
0.95 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 28 -0.00793668 -1.23047 -1.30859 -0 -0 -0 -0 0 -0 -nan 
0.95 29 -0.913606 -0.47298 -0.482415 0.0254134 0.0235258 0.0235616 0.221222 0.31 0.0421686 0.990705 
0.95 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 35 0.241441 -1.57465 -2.14309 0.00201605 0.00378712 -0.00114398 0.0761786 0.0932551 0.0539428 0.815722 
0.95 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 50 113.972 -0.384369 2.32364 0.0587089 0.0599032 -0.00084277 0.344401 0.347387 0.341389 0.185031 
0.95 51 -14.1812 -0.387031 4.34463 0.0668579 0.029128 0.00153465 0.309816 0.365842 0.241104 0.752108 
0.95 52 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 53 -0.102765 -0.533852 0.888075 0.015085 0.00166281 -0.00471421 0.129413 0.182073 0.018576 0.994782 
0.95 54 -0.00783145 -0.800781 0.996094 -0 -0 -0 -0 0 -0 -nan 
0.95 55 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 72 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 73 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 74 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 75 0.031611 0.0979403 -3.19304 0.000763502 0.000279748 2.68346e-06 0.0322994 0.0390773 0.0236531 0.796006 
0.95 76 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 77 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 78 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 79 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 80 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 81 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 82 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 83 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 84 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 85 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 86 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 87 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 88 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 89 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 90 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 91 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 92 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 93 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 94 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 95 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 96 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 97 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 98 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 99 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 100 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 101 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 102 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 103 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 104 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 105 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 106 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 107 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 108 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 109 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 110 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 111 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 112 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 113 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 114 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 115 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 116 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 117 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 118 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 119 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 120 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 121 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 122 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 123 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 124 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 125 -1.97074 3.75467 1.44496 0.0142013 0.00895899 0.00353069 0.152185 0.178759 0.119857 0.741915 
0.95 126 -0.386253 0.451535 0.908583 0.00849569 0.00188673 0.00281583 0.101894 0.138077 0.0412244 0.954391 
0.95 127 -0.118154 0.306303 1.15251 0.00943721 0.0101185 0.00960735 0.139842 0.196933 0.0181369 0.99575 
0.95 128 -0.00777945 0.527344 1.42578 -0 -0 -0 -0 0 -0 -nan 
0.95 129 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
0.95 130 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 9 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 13 134.001 0.588635 -1.41576 0.0811097 -0.0665815 0.0270373 0.120533 0.414497 -nan -nan 
1 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 17 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 18 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 26 -2.11345 -1.62738 -1.56611 -0.0142411 -0.236687 0.0683902 -nan 0.101025 -nan -nan 
1 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 29 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 31 -1.10883 -0.564038 -1.04745 0.0129005 0.0580032 0.025862 0.266277 0.373538 0.0477182 0.991807 
1 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 34 -0.00807669 -1.03516 -2.59766 -0 -0 -0 -0 0 -0 -nan 
1 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 38 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 52 114.178 -0.658805 2.26607 0.0590522 0.0606702 -0.00119839 0.346009 0.350163 0.341805 0.217184 
1 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 55 -14.4626 -0.906346 4.286 0.0702447 0.0323957 0.0104414 0.320376 0.381927 0.243747 0.769867 
1 56 -0.00765219 -0.917969 0.878906 -0 -0 -0 -0 0 -0 -nan 
1 57 -1.42375 0.055421 1.0615 0.14071 0.07311 0.0875046 0.462406 0.633586 0.16189 0.966805 
1 58 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 72 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 73 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 74 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 75 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 76 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 77 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 78 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 79 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 80 -0.579141 1.17082 -2.36417 0.00895965 0.0069476 0.00494203 0.126124 0.161227 0.076292 0.880956 
1 81 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 82 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 83 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 84 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 85 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 86 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 87 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 88 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 89 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 90 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 91 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 92 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 93 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 94 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 95 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 96 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 97 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 98 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 99 0.0160676 1.89453 -2.53883 4.93038e-32 0.000381414 -9.36439e-32 0.0195298 0.0276193 0 1 
1 100 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 101 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 102 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 103 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 104 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 105 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 106 -0.00804043 1.11328 -1.73828 -0 -0 -0 -0 0 -0 -nan 
1 107 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 108 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 109 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 110 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 111 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 112 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 113 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 114 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 115 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 116 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 117 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 118 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 119 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 120 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 121 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 122 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 123 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 124 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 125 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 126 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 127 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 128 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 129 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 130 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 131 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 132 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 133 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 134 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 135 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 136 -1.96601 3.63376 1.73075 0.014961 0.00787288 0.00176956 0.151109 0.175375 0.122112 0.71776 
1 137 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1 138 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 0 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 1 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 2 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 3 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 4 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 5 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 6 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 7 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 8 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 9 132.026 0.714468 -1.28653 0.00641692 -0.0287833 0.065694 -nan 0.337128 -nan -nan 
1.05 10 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 11 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 12 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 13 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 14 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 15 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 16 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 17 1.18568 -1.04402 -2.908 0.0148803 0.0137029 -0.00861448 0.169066 0.214132 0.106368 0.867899 
1.05 18 -2.88345 -1.38631 -2.36557 0.00420943 0.00523959 0.000571557 0.097206 0.104823 0.0889393 0.529239 
1.05 19 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 20 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 21 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 22 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 23 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 24 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 25 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 26 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 27 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 28 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 29 -0.0606925 -0.593615 -2.98919 0.000716208 0.000850354 4.17189e-06 0.0395798 0.0412428 0.0378439 0.397534 
1.05 30 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 31 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 32 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 33 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 34 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 35 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 36 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 37 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 38 -0.398554 -0.248318 -1.83223 0.00107415 0.0324076 0.000202459 0.18298 0.254593 0.0463215 0.983309 
1.05 39 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 40 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 41 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 42 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 43 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 44 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 45 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 46 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 47 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 48 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 49 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 50 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 51 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 52 113.885 -0.927029 2.17629 0.0588796 0.0605415 -0.00112977 0.345574 0.349608 0.341491 0.214234 
1.05 53 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 54 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 55 -14.5273 -1.41863 4.16279 0.0721391 0.0374518 0.0181361 0.331045 0.399724 0.243726 0.792604 
1.05 56 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 57 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 58 -2.19431 0.00363702 1.16365 0.0945487 0.188014 0.126099 0.531566 0.742646 0.116634 0.98759 
1.05 59 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 60 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 61 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 62 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 63 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 64 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 65 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 66 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 67 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 68 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 69 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 70 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 71 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
1.05 72 0 -nan -nan -nan -nan -nan -nan -nan -nan -nan 
