[1]t	 [2]tag	 [3]Atot	 [4]Gamma	 [5]mu_x	 [6]mu_y	 [7]mu_z	 [8]M20	 [9]M02	 [10]M11	 [11]a	 [12]b	 [13]c	 [14]e	 [15]maxvor 
0.2 1 0.7900390625 0.999889700195578 0.499073856368574 0.0301159308965865 1.10761623002845e-08 0.00531557338396312 0.00490118433252122 -0.000194050357969855 0.101077978395318 0.103848486070873 0.0982293610574571 0.324484182068986 30.3200859573721 
0.2 2 62.42138671875 5.2605641526747e-05 7.35947224313433 -6.63779262851466 0.00588421235872628 -58.4228333126109 -162.895618293618 49.5287819803667 -nan -nan -nan -nan 1e+30 
0.25 0 0.7862548828125 0.99992802608546 -0.498591840716249 -0.0376335433642941 -5.38063132396522e-09 0.00540038289358468 0.00483747309187033 -0.000178254400029539 0.101182290868783 0.104423003687847 0.09783428985646 0.349587774947715 30.2968177814891 
0.25 1 0.78564453125 0.999870449890983 0.498536661985831 0.0376756367364673 1.04653658363387e-07 0.0053962555565301 0.00483012054738174 -0.000177434984198516 0.10112554624778 0.104376907961951 0.0977661152553687 0.350228690805993 30.2869553684143 
0.25 2 62.4281005859375 0.000229075429167324 3.00974748079873 -1.86050268294117 0.00141098181764682 -7.67878541215706 -28.7416412328342 6.7448879867127 -nan -nan -nan -nan -0.0310065659562644 
0.3 0 0.78662109375 0.999954010273809 -0.49796218036164 -0.0451707251718047 6.59510010994264e-08 0.00547188356017906 0.00478564091077129 -0.000137244349061442 0.101279437552498 0.104864804956215 0.0975623986144031 0.366638174738683 30.0247203582594 
0.3 1 0.7861328125 0.999895603321429 0.497893149273293 0.0452261265537722 8.93678158063489e-08 0.00546717101875339 0.00477894012365496 -0.000135903063921499 0.101223076135871 0.104814459059163 0.0974994946497251 0.367026844652213 30.0127681809373 
0.3 2 62.42724609375 0.000218298153559292 3.73924102245921 -2.34393548113718 0.00928576725824699 -11.2144056238756 -33.0840600464034 7.58311536388624 -nan -nan -nan -nan -0.0316989807747798 
0.35 0 0.783447265625 0.999984275215735 -0.497219150656192 -0.0527075850174801 4.69519216987781e-08 0.00552446618028163 0.00475232212899548 -7.89974347956352e-05 0.101374495358927 0.105189975498254 0.0974096795664115 0.377435768779488 29.983492088226 
0.35 1 0.7847900390625 0.999894879800667 0.49713312081624 0.0527722550016246 -4.29199164275878e-08 0.0055186150219289 0.0047405238124565 -7.69470839090844e-05 0.10128740708689 0.105129933746037 0.0972932407689489 0.378852485857364 29.9700048544452 
0.35 2 62.4317626953125 0.000176342422187577 4.9368875251 -3.14076169239218 -0.0151249537254934 -23.5846733630145 -45.8302978235095 13.0433847775876 -nan -nan -nan -nan 1e+30 
0.4 0 0.7843017578125 0.999983060549692 -0.496363280458159 -0.0602298157820647 8.40885357816271e-08 0.00555257818428376 0.00473407114259657 -1.48614676438448e-05 0.101423120277777 0.105383565436579 0.0973016073332551 0.384057631400132 29.7742493160179 
0.4 1 0.7857666015625 0.999890571201415 0.49626189782255 0.060309949568592 1.58678529174194e-08 0.00554501507230443 0.00472442563137114 -1.06829382784517e-05 0.101338248966891 0.105310532481847 0.0972037713041059 0.384750978025027 29.751747990788 
0.4 2 62.429931640625 0.000293936196583918 2.37624607388723 -2.25747385846625 0.00289620312361664 -3.75699332493432 -25.694545051258 4.5794960918846 -nan -nan -nan -nan -0.0307977455282853 
0.45 0 0.78515625 0.999983251668279 -0.495396901580712 -0.0677334368184254 6.97354551034226e-08 0.00555673645043332 0.00473872391800119 5.29596948168509e-05 0.101466548026601 0.105452841687922 0.0973171049549409 0.385160684096334 29.7161295914109 
0.45 1 0.7843017578125 0.999893705851763 0.49528460434097 0.067829049345298 -7.57698026626605e-08 0.00554971970299346 0.00473054144220804 5.61252549755965e-05 0.101391622657898 0.105390200593151 0.0972287401406522 0.385854642061027 29.6924592768611 
