[1]t	 [2]ekin	 [3]enstrophy	 [4]helicity 
21.420000 973.052768 3205.72293 34.4052408 
21.440000 973.032184 3204.72709 34.4044795 
21.460000 973.011541 3203.73381 34.4037295 
21.480000 972.990929 3202.74308 34.4029845 
21.500000 972.970295 3201.75489 34.4022967 
21.520000 972.949725 3200.76922 34.4015322 
21.540000 972.929153 3199.78607 34.4007889 
21.560000 972.908606 3198.80544 34.4000623 
21.580000 972.888044 3197.82732 34.3993446 
21.600000 972.867489 3196.8517 34.3986133 
21.620000 972.84694 3195.87861 34.3978812 
21.640000 972.826427 3194.90806 34.3971737 
21.660000 972.80591 3193.93998 34.3964497 
21.680000 972.785416 3192.97444 34.3957237 
21.700000 972.764919 3192.01149 34.3950317 
21.720000 972.744463 3191.05108 34.3943276 
21.740000 972.724018 3190.0932 34.3936522 
21.760000 972.703546 3189.13787 34.3929637 
21.780000 972.683072 3188.18512 34.3922481 
21.800000 972.662644 3187.23489 34.3915491 
21.820000 972.642189 3186.28716 34.3908632 
21.840000 972.621818 3185.34199 34.3901733 
21.860000 972.601389 3184.39938 34.389537 
21.880000 972.581006 3183.45931 34.3888527 
21.900000 972.560601 3182.52174 34.3882052 
21.920000 972.540267 3181.58669 34.3875627 
21.940000 972.519879 3180.65416 34.3868926 
21.960000 972.4995 3179.72419 34.3862918 
21.980000 972.47914 3178.79674 34.3856608 
22.000000 972.45884 3177.87182 34.385021 
22.020000 972.438527 3176.94939 34.384384 
22.040000 972.418198 3176.02945 34.383764 
22.060000 972.397909 3175.11206 34.3831328 
22.080000 972.377543 3174.19718 34.3825493 
22.100000 972.357219 3173.28481 34.381955 
22.120000 972.336945 3172.37496 34.3813572 
22.140000 972.316672 3171.46756 34.3807251 
22.160000 972.296428 3170.56261 34.3801035 
22.180000 972.276154 3169.66015 34.3795336 
22.200000 972.255912 3168.76022 34.3789313 
22.220000 972.235665 3167.86272 34.3783887 
22.240000 972.215418 3166.96772 34.377815 
22.260000 972.195208 3166.07522 34.3772771 
22.280000 972.174988 3165.18517 34.3767075 
22.300000 972.154752 3164.29757 34.3761703 
22.320000 972.13454 3163.41243 34.3756113 
22.340000 972.114338 3162.52973 34.3750913 
22.360000 972.094118 3161.64946 34.374548 
22.380000 972.07395 3160.77167 34.3740421 
22.400000 972.053787 3159.89633 34.3735209 
22.420000 972.033652 3159.02342 34.3730397 
22.440000 972.013459 3158.15297 34.3725189 
22.460000 971.993323 3157.2849 34.371989 
22.480000 971.973197 3156.41925 34.3715657 
22.500000 971.953049 3155.55599 34.3710927 
22.520000 971.932926 3154.69514 34.3706575 
22.540000 971.912811 3153.83665 34.3702063 
22.560000 971.892674 3152.9805 34.369741 
22.580000 971.872548 3152.1267 34.3693035 
22.600000 971.852466 3151.27521 34.3688631 
22.620000 971.832382 3150.42607 34.3684114 
22.640000 971.812254 3149.57924 34.3679814 
22.660000 971.792173 3148.73472 34.3675097 
22.680000 971.772087 3147.89249 34.3670894 
22.700000 971.752035 3147.05254 34.366672 
22.720000 971.732005 3146.21491 34.3662418 
22.740000 971.71194 3145.37955 34.3658304 
22.760000 971.691888 3144.54649 34.3654134 
22.780000 971.671843 3143.71564 34.3650403 
22.800000 971.651773 3142.88707 34.3646833 
22.820000 971.631752 3142.06076 34.3642842 
22.840000 971.611699 3141.23674 34.3639133 
22.860000 971.591703 3140.41496 34.3635335 
22.880000 971.57168 3139.59543 34.3631822 
22.900000 971.551686 3138.77808 34.3628216 
22.920000 971.531659 3137.96298 34.3624477 
22.940000 971.511641 3137.15003 34.3620835 
22.960000 971.491614 3136.33927 34.3617402 
22.980000 971.47162 3135.53069 34.361385 
23.000000 971.451628 3134.72431 34.3610733 
23.020000 971.431678 3133.92009 34.3607584 
23.040000 971.411676 3133.1181 34.3604646 
23.060000 971.391739 3132.31823 34.3601509 
23.080000 971.371819 3131.52053 34.3598738 
23.100000 971.351843 3130.72496 34.3595569 
23.120000 971.331921 3129.93154 34.3592845 
23.140000 971.311932 3129.1403 34.3589759 
23.160000 971.291998 3128.35122 34.3587069 
23.180000 971.272098 3127.5643 34.3583902 
23.200000 971.25217 3126.77946 34.3581116 
23.220000 971.232214 3125.99667 34.3578269 
23.240000 971.21231 3125.21598 34.357578 
23.260000 971.192374 3124.4374 34.3573103 
23.280000 971.172466 3123.66093 34.3570613 
23.300000 971.152598 3122.88657 34.3567906 
23.320000 971.132699 3122.11424 34.3565139 
23.340000 971.112804 3121.34394 34.3562588 
23.360000 971.092955 3120.57564 34.3560088 
23.380000 971.073109 3119.80938 34.3557727 
23.400000 971.05328 3119.04517 34.3555275 
23.420000 971.033406 3118.28298 34.3553113 
23.440000 971.013515 3117.52281 34.3550965 
23.460000 970.993684 3116.76462 34.3548711 
23.480000 970.973797 3116.00838 34.3546559 
23.500000 970.953956 3115.25412 34.3543754 
23.520000 970.934153 3114.5019 34.3541506 
23.540000 970.914281 3113.75164 34.3539586 
23.560000 970.894431 3113.00335 34.3537629 
23.580000 970.874611 3112.25699 34.3535496 
23.600000 970.854809 3111.51256 34.3533374 
23.620000 970.834997 3110.7701 34.3531242 
23.640000 970.815153 3110.02956 34.3529374 
23.660000 970.79537 3109.29096 34.352739 
23.680000 970.775558 3108.55424 34.352537 
23.700000 970.755751 3107.81944 34.3523602 
23.720000 970.73596 3107.08653 34.3521666 
23.740000 970.716192 3106.35552 34.3519653 
23.760000 970.696412 3105.62639 34.3517745 
23.780000 970.676619 3104.89919 34.3516013 
23.800000 970.656818 3104.17385 34.3514311 
23.820000 970.637068 3103.45038 34.3512465 
23.840000 970.617312 3102.72878 34.3510635 
23.860000 970.597533 3102.00904 34.3508822 
23.880000 970.577793 3101.29121 34.3506794 
23.900000 970.558031 3100.5752 34.3504948 
23.920000 970.538317 3099.8611 34.3503077 
23.940000 970.518558 3099.14885 34.3501245 
23.960000 970.498823 3098.4384 34.3499635 
23.980000 970.479097 3097.72986 34.3497964 
24.000000 970.459334 3097.02313 34.3495891 
24.020000 970.439645 3096.3183 34.3494261 
24.040000 970.419939 3095.61536 34.3492511 
24.060000 970.400226 3094.91426 34.3490488 
24.080000 970.380535 3094.21497 34.3488524 
24.100000 970.36081 3093.51756 34.3486803 
24.120000 970.34115 3092.82201 34.3485132 
24.140000 970.321411 3092.1283 34.3483269 
24.160000 970.301741 3091.43647 34.3481516 
24.180000 970.282028 3090.74641 34.3479582 
24.200000 970.262384 3090.05819 34.3478185 
24.220000 970.242672 3089.37185 34.3476192 
24.240000 970.223012 3088.68738 34.3474553 
24.260000 970.203346 3088.00478 34.3472866 
24.280000 970.183683 3087.32391 34.3471397 
24.300000 970.164001 3086.64485 34.3469463 
24.320000 970.144314 3085.96756 34.3467829 
24.340000 970.12466 3085.29217 34.3465814 
24.360000 970.105005 3084.61869 34.3464169 
24.380000 970.08534 3083.94707 34.3462244 
24.400000 970.065708 3083.27728 34.346052 
24.420000 970.046081 3082.6093 34.3458814 
24.440000 970.02643 3081.94312 34.3456795 
24.460000 970.006804 3081.27883 34.3454949 
24.480000 969.9872 3080.61642 34.3453115 
24.500000 969.96757 3079.95595 34.3450919 
24.520000 969.94796 3079.29727 34.3449106 
24.540000 969.928353 3078.64046 34.3447324 
24.560000 969.908728 3077.98549 34.3445352 
24.580000 969.889109 3077.33241 34.344318 
24.600000 969.86948 3076.68126 34.344098 
24.620000 969.849884 3076.03193 34.3438629 
24.640000 969.830281 3075.38451 34.3436246 
24.660000 969.810744 3074.73899 34.3433763 
24.680000 969.791106 3074.09536 34.3431467 
24.700000 969.771518 3073.45363 34.3428956 
24.720000 969.751907 3072.81393 34.3426726 
24.740000 969.732338 3072.17608 34.3424148 
24.760000 969.712792 3071.54018 34.3422053 
24.780000 969.693247 3070.90628 34.3419108 
24.800000 969.673687 3070.27442 34.3416728 
24.820000 969.654107 3069.64459 34.3414232 
24.840000 969.634555 3069.01675 34.3411649 
24.860000 969.615021 3068.3909 34.3408731 
24.880000 969.595391 3067.76698 34.3406366 
24.900000 969.575856 3067.14513 34.3403649 
24.920000 969.556317 3066.52539 34.3400443 
24.940000 969.536775 3065.9078 34.3397694 
24.960000 969.51721 3065.29242 34.3394296 
24.980000 969.497648 3064.67912 34.3391621 
25.000000 969.478125 3064.06797 34.3388183 
