[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
7.45 1 103.019 0.0330955 2.30567 0.192257 0.270815 -0.00654203 0.680494 0.73669 0.619218 0.541748 
7.5 0 129.945 0.535721 -1.91321 0.225503 0.286492 -0.00975486 0.715538 0.758965 0.669299 0.471515 
7.5 1 102.933 -0.175413 2.27986 0.193849 0.270775 -0.0120861 0.681634 0.738416 0.61967 0.543842 
7.55 0 129.987 0.698109 -1.87192 0.228535 0.286165 -0.015625 0.717426 0.761746 0.670181 0.475352 
7.55 1 103.038 -0.378626 2.23909 0.197488 0.270015 -0.0176346 0.683742 0.740373 0.621977 0.542453 
7.6 0 129.9 0.85789 -1.81226 0.231987 0.284169 -0.0196812 0.71844 0.762575 0.671411 0.474134 
7.6 1 102.71 -0.579132 2.17634 0.199055 0.268334 -0.0243968 0.683659 0.743052 0.618589 0.554028 
7.65 0 129.741 1.01323 -1.73833 0.235346 0.281911 -0.0238624 0.719206 0.764156 0.671252 0.477885 
7.65 1 102.908 -0.773382 2.09741 0.205129 0.266411 -0.0306724 0.686688 0.747162 0.620347 0.55736 
7.7 0 102.717 -0.962371 1.99838 0.21114 0.260822 -0.0358786 0.686995 0.747824 0.620229 0.558687 
7.7 1 129.65 1.16336 -1.64995 0.24065 0.278354 -0.0285806 0.720419 0.766473 0.671214 0.482824 
7.75 0 102.585 -1.14023 1.8837 0.218238 0.255498 -0.0421143 0.688284 0.752221 0.617765 0.570563 
7.75 1 129.566 1.30439 -1.54637 0.247389 0.273171 -0.0320397 0.721498 0.767874 0.671929 0.484032 
7.8 0 102.571 -1.31047 1.75318 0.228333 0.247632 -0.045859 0.689902 0.754779 0.618254 0.573623 
7.8 1 129.546 1.43905 -1.42952 0.253633 0.269158 -0.0344339 0.723043 0.770316 0.672455 0.487794 
7.85 0 102.392 -1.46828 1.60817 0.237846 0.238897 -0.0475918 0.690466 0.756262 0.6177 0.576949 
7.85 1 129.315 1.56238 -1.3007 0.261926 0.261389 -0.0360259 0.723405 0.771602 0.67176 0.491984 
7.9 0 102.254 -1.61276 1.44797 0.248609 0.229267 -0.047452 0.691286 0.758111 0.61727 0.580555 
7.9 1 129.448 1.67459 -1.15975 0.271047 0.255752 -0.03611 0.725809 0.774997 0.673036 0.495801 
7.95 0 102.241 -1.74194 1.27569 0.259019 0.220847 -0.0446611 0.692724 0.759607 0.618652 0.580253 
7.95 1 129.291 1.77279 -1.00721 0.27794 0.249848 -0.034077 0.72649 0.775567 0.673849 0.495082 
8 0 102.1 -1.85549 1.09285 0.268741 0.212249 -0.0403965 0.693535 0.761298 0.618389 0.583264 
8 1 129.08 1.85767 -0.845665 0.286232 0.242372 -0.0309112 0.727052 0.777434 0.672907 0.500826 
8.05 0 102.083 -1.95091 0.902098 0.276717 0.206431 -0.035109 0.695089 0.763216 0.619514 0.584055 
8.05 1 129.153 1.92595 -0.676702 0.292994 0.238568 -0.0268937 0.729083 0.779796 0.674568 0.501674 
8.1 0 101.855 -2.03078 0.698977 0.282055 0.200858 -0.0277186 0.694919 0.762384 0.620157 0.581642 
8.1 1 129.129 1.97874 -0.500867 0.297662 0.235832 -0.021853 0.730407 0.78052 0.676592 0.498573 
8.15 0 101.843 -2.08887 0.494388 0.288228 0.19684 -0.0193668 0.696468 0.764411 0.621137 0.582865 
8.15 1 129.03 2.01474 -0.320954 0.302595 0.232317 -0.0145109 0.731377 0.781631 0.677405 0.498907 
8.2 0 101.703 -2.12966 0.281667 0.291831 0.194099 -0.0105003 0.697087 0.765437 0.621262 0.584153 
8.2 1 128.915 2.03205 -0.138836 0.305454 0.230807 -0.00851966 0.732298 0.782833 0.678008 0.49988 
8.25 0 101.683 -2.14837 0.0687274 0.293473 0.19426 -0.00194247 0.698378 0.766173 0.623253 0.581618 
8.25 1 128.674 2.03107 0.0462221 0.306653 0.229847 -0.00202062 0.732461 0.783206 0.677928 0.500769 
8.3 0 101.609 -2.14598 -0.145767 0.294076 0.195099 0.00727223 0.69941 0.767603 0.623807 0.582726 
8.3 1 128.642 2.01422 0.229377 0.307665 0.230721 0.00539759 0.733748 0.784909 0.678741 0.502224 
8.35 0 101.47 -2.12479 -0.361037 0.293534 0.196774 0.0164955 0.70022 0.769765 0.62296 0.587415 
8.35 1 128.727 1.97808 0.412636 0.309571 0.232192 0.0122849 0.736045 0.789271 0.678658 0.510538 
8.4 0 101.243 -2.07959 -0.572422 0.290989 0.199818 0.025669 0.700576 0.771647 0.62143 0.592827 
8.4 1 128.506 1.92543 0.591061 0.30664 0.235394 0.0197631 0.73623 0.789626 0.678645 0.511219 
8.45 0 101.195 -2.01652 -0.780305 0.28497 0.206952 0.0340588 0.701372 0.771681 0.623179 0.589785 
8.45 1 128.368 1.85342 0.764071 0.304468 0.238951 0.0265662 0.73717 0.792321 0.677544 0.518401 
8.5 0 101.121 -1.93231 -0.983306 0.280462 0.21356 0.0416949 0.702867 0.775198 0.622183 0.596502 
8.5 1 128.401 1.76649 0.931592 0.300004 0.246152 0.0338938 0.739023 0.795444 0.677924 0.523121 
8.55 0 101.037 -1.83082 -1.17652 0.272071 0.223527 0.0487137 0.703987 0.777464 0.62189 0.600139 
8.55 1 128.228 1.66175 1.08703 0.291879 0.25491 0.0393448 0.739452 0.796071 0.678121 0.523811 
8.6 0 100.926 -1.70922 -1.36095 0.263006 0.233989 0.0534015 0.704978 0.779531 0.621546 0.603539 
8.6 1 128.339 1.54458 1.23487 0.285255 0.264793 0.0430232 0.741652 0.799058 0.679413 0.526351 
8.65 0 100.753 -1.57139 -1.5313 0.251218 0.245885 0.05478 0.705055 0.778969 0.622425 0.601282 
8.65 1 128.136 1.41302 1.36929 0.274949 0.275709 0.0448313 0.742063 0.800202 0.678964 0.52921 
8.7 0 100.528 -1.41603 -1.68798 0.24082 0.256217 0.0545393 0.705009 0.779228 0.621995 0.602368 
8.7 1 128.111 1.26964 1.4912 0.26664 0.285939 0.0437941 0.743356 0.801416 0.68036 0.528478 
8.75 0 100.746 -1.24979 -1.83297 0.231896 0.269564 0.0524663 0.708139 0.78291 0.624477 0.60314 
8.75 1 127.818 1.11762 1.59644 0.256826 0.295821 0.0415324 0.743402 0.802751 0.678885 0.533663 
8.8 0 100.482 -1.06908 -1.95837 0.221792 0.279173 0.0474875 0.707789 0.782259 0.624502 0.602218 
8.8 1 128.062 0.957632 1.68815 0.250347 0.30622 0.0355883 0.746035 0.804397 0.682701 0.528856 
8.85 0 100.565 -0.881315 -2.06796 0.214565 0.289376 0.0414969 0.709888 0.78465 0.626263 0.602467 
8.85 1 127.829 0.792241 1.76427 0.244366 0.312316 0.0297128 0.746111 0.804333 0.682944 0.528261 
8.9 0 100.253 -0.683143 -2.1575 0.207189 0.295854 0.0338416 0.709255 0.783957 0.625698 0.602488 
8.9 1 127.756 0.619379 1.82227 0.238947 0.319555 0.0218442 0.74733 0.806343 0.683239 0.531066 
8.95 0 100.135 -0.478685 -2.23051 0.202757 0.300818 0.0248211 0.70963 0.783253 0.627426 0.598594 
8.95 1 127.735 0.447752 1.86475 0.236977 0.323226 0.0129597 0.748467 0.806388 0.685671 0.526301 
9 0 100.22 -0.269487 -2.28188 0.199447 0.307654 0.0161626 0.71211 0.787422 0.627828 0.603556 
9 1 127.747 0.271899 1.89131 0.237825 0.324011 0.00392894 0.749557 0.80522 0.689415 0.516674 
9.05 0 100.049 -0.0576088 -2.31639 0.198708 0.308152 0.0065901 0.711941 0.785554 0.629782 0.59772 
9.05 1 127.523 0.0970093 1.90025 0.238536 0.323189 -0.00363065 0.749483 0.80417 0.690479 0.512608 
9.1 0 100.006 0.155508 -2.33086 0.199075 0.309275 -0.00281963 0.712987 0.786571 0.630876 0.597245 
9.1 1 127.451 -0.0759511 1.89507 0.24034 0.322905 -0.0109331 0.750497 0.805392 0.691255 0.513174 
9.15 0 99.9646 0.36933 -2.32487 0.200362 0.309869 -0.0117663 0.714305 0.788821 0.63105 0.600012 
9.15 1 127.441 -0.247818 1.87492 0.245528 0.319038 -0.0174708 0.751376 0.803715 0.695107 0.502 
9.2 0 99.6481 0.580402 -2.29862 0.200974 0.309237 -0.021179 0.71429 0.791496 0.627659 0.609217 
9.2 1 127.342 -0.415123 1.83934 0.250176 0.31525 -0.0228676 0.751948 0.803097 0.697056 0.496633 
9.25 0 99.7569 0.790451 -2.25546 0.206364 0.307337 -0.031385 0.716729 0.795358 0.628337 0.613099 
9.25 1 127.187 -0.577599 1.78815 0.254371 0.311667 -0.0274713 0.752355 0.803381 0.697607 0.495971 
9.3 0 99.5018 0.996298 -2.1933 0.212022 0.301563 -0.0405126 0.716649 0.796457 0.626759 0.617038 
9.3 1 127.109 -0.73687 1.72362 0.260204 0.306919 -0.0310371 0.753076 0.803002 0.699596 0.490882 
9.35 0 127.135 -0.887687 1.64614 0.267621 0.301707 -0.0348975 0.754538 0.804364 0.70118 0.490004 
9.35 1 99.447 1.19507 -2.1135 0.221405 0.294497 -0.0504651 0.718263 0.800324 0.625528 0.623789 
9.4 0 127.143 -1.03216 1.55676 0.274144 0.297416 -0.0379308 0.756016 0.806791 0.701576 0.493776 
9.4 1 99.3007 1.38801 -2.0129 0.232119 0.284564 -0.0569864 0.718807 0.801338 0.625478 0.625103 
9.45 0 127.006 -1.16731 1.45544 0.281168 0.291325 -0.0395394 0.756633 0.807602 0.701972 0.494452 
9.45 1 99.189 1.57109 -1.89928 0.243477 0.274892 -0.0626478 0.719978 0.8047 0.623855 0.631638 
9.5 0 126.825 -1.29227 1.34433 0.288704 0.284093 -0.0395 0.756834 0.807423 0.702611 0.492716 
9.5 1 99.1147 1.74483 -1.76902 0.258153 0.261774 -0.065162 0.72106 0.806413 0.624142 0.633219 
9.55 0 126.889 -1.40589 1.2211 0.297173 0.278291 -0.0387429 0.758593 0.809455 0.704067 0.493397 
9.55 1 98.8459 1.90542 -1.62481 0.272937 0.24627 -0.0636859 0.72056 0.805817 0.623758 0.633101 
9.6 0 126.764 -1.51038 1.09257 0.305054 0.271456 -0.0366854 0.759283 0.810684 0.70414 0.495557 
9.6 1 98.8959 2.05379 -1.46551 0.286588 0.235069 -0.0598258 0.722259 0.807421 0.625608 0.632179 
9.65 0 126.816 -1.60105 0.955351 0.311079 0.267806 -0.0332023 0.760845 0.811261 0.706842 0.490773 
9.65 1 98.7654 2.18578 -1.29497 0.297437 0.223757 -0.0509785 0.721938 0.804355 0.628809 0.623586 
9.7 0 126.542 -1.67976 0.814924 0.31588 0.262429 -0.0282366 0.760466 0.809979 0.707496 0.486869 
9.7 1 98.8088 2.30142 -1.11513 0.305815 0.217246 -0.04264 0.723229 0.803749 0.632541 0.616968 
9.75 0 126.67 -1.74551 0.667642 0.321432 0.260132 -0.0238547 0.762603 0.811937 0.709849 0.485447 
9.75 1 98.5393 2.4008 -0.928176 0.310629 0.210736 -0.0321898 0.722057 0.800129 0.634448 0.609311 
9.8 0 126.7 -1.79897 0.517598 0.325832 0.258113 -0.0195724 0.764163 0.813734 0.711144 0.486058 
9.8 1 98.5494 2.48235 -0.734228 0.313349 0.209004 -0.022329 0.72274 0.797404 0.639417 0.597495 
9.85 0 126.609 -1.836 0.363418 0.328355 0.256693 -0.0136653 0.764884 0.813477 0.712987 0.48146 
9.85 1 98.4365 2.54699 -0.533181 0.312759 0.208964 -0.0132245 0.722303 0.792991 0.643903 0.583667 
9.9 0 126.483 -1.86192 0.209334 0.331081 0.255016 -0.00768876 0.765569 0.814678 0.713086 0.483583 
9.9 1 98.2992 2.58948 -0.32801 0.313188 0.20885 -0.00561399 0.722522 0.79182 0.645832 0.578574 
9.95 0 126.485 -1.87413 0.0538129 0.332933 0.255255 -0.00234609 0.766935 0.816093 0.714401 0.483415 
9.95 1 98.4466 2.61924 -0.124515 0.314179 0.210878 0.000638247 0.724608 0.792696 0.649421 0.573428 
10 0 126.366 -1.87253 -0.100142 0.334353 0.255072 0.00333952 0.76774 0.817917 0.714047 0.487709 
10 1 98.1579 2.62769 0.0822996 0.312385 0.211363 0.00621231 0.723705 0.790905 0.649589 0.570464 
