[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
8.05 3 -1.86824 1.42771 1.16723 0.137908 0.00748485 0.0189055 0.381304 0.530269 0.0979763 0.982782 
8.1 0 119.118 -2.28782 -0.135476 0.215158 0.159766 0.00214372 0.612311 0.656111 0.565125 0.508054 
8.1 1 145.503 1.75197 0.0218997 0.245269 0.172563 0.0201333 0.6464 0.707774 0.578551 0.576038 
8.1 2 -2.2556 2.55618 -1.07154 0.128881 0.0285043 0.0504472 0.396718 0.547454 0.122738 0.974544 
8.1 3 -1.76362 0.704076 1.01253 0.0781444 0.0328821 0.0452571 0.333206 0.460681 0.0991275 0.976575 
8.15 0 118.858 -2.26194 -0.348822 0.211699 0.162235 0.0109852 0.611502 0.654261 0.565518 0.502872 
8.15 1 -1.87318 0.25559 0.680301 0.0315324 0.0426388 0.0273844 0.272344 0.360631 0.135232 0.92703 
8.15 2 145.442 1.7492 0.19138 0.217868 0.196803 0.0293634 0.64395 0.690697 0.593533 0.511431 
8.15 3 -2.14851 3.06751 -0.390452 0.0382652 0.0691226 0.0417242 0.327701 0.443124 0.135709 0.951949 
8.2 0 118.95 -2.21796 -0.557828 0.205255 0.169343 0.0169801 0.612044 0.651172 0.570238 0.482838 
8.2 1 -1.95243 0.05213 0.315854 0.0181163 0.0353509 0.000744398 0.23123 0.266019 0.19018 0.699214 
8.2 2 145.476 1.72938 0.360497 0.197179 0.215405 0.0156203 0.642327 0.66989 0.613527 0.401492 
8.2 3 -2.35065 3.20967 0.410422 0.012346 0.0817928 0.00733819 0.30682 0.406349 0.152178 0.927227 
8.25 0 118.71 -2.15414 -0.761145 0.195671 0.176936 0.0171467 0.610415 0.641626 0.577521 0.435706 
8.25 1 -1.88444 0.0660197 0.013713 0.0401725 0.0325528 -0.026959 0.269676 0.356622 0.135172 0.925382 
8.25 2 145.566 1.69354 0.530126 0.199812 0.213053 -0.00666118 0.642546 0.656999 0.62776 0.295007 
8.25 3 -2.28535 3.0487 1.18422 0.0270597 0.0614681 -0.0280443 0.297536 0.392848 0.150752 0.923441 
8.3 0 118.861 -2.06833 -0.954235 0.19147 0.182084 0.0146996 0.611191 0.635937 0.585401 0.390667 
8.3 1 -1.75821 0.27 -0.209275 0.129302 0.0389994 -0.0676991 0.410245 0.57537 0.0745135 0.991579 
8.3 2 145.661 1.63689 0.696477 0.221643 0.194134 -0.0137862 0.644808 0.674333 0.613864 0.413889 
8.3 3 -2.20659 2.5837 1.8267 0.0836615 0.0297116 -0.0413605 0.336709 0.460578 0.120888 0.96494 
8.35 0 118.904 -1.96341 -1.14098 0.192933 0.181313 0.011002 0.611756 0.631767 0.591069 0.353113 
8.35 1 -1.45028 0.754759 -0.37115 0.252567 0.0176492 -0.0613525 0.519823 0.731608 0.0719892 0.995147 
8.35 2 -0.0366403 -0.351562 0.0390625 -0 -0 -0 -0 0 -0 -nan 
8.35 3 145.602 1.56259 0.856435 0.24092 0.178395 0.00134533 0.647545 0.694188 0.597271 0.509641 
8.35 4 -2.45328 1.82488 2.22501 0.147079 0.00706231 -0.00450698 0.392609 0.542631 0.117621 0.976225 
8.4 0 118.544 -1.83833 -1.31816 0.195193 0.177859 0.0116129 0.61078 0.634061 0.586576 0.3797 
8.4 1 -0.791081 1.78394 -0.262415 0.0924183 0.00823387 0.0242205 0.317257 0.444723 0.0593779 0.991047 
8.4 2 145.35 1.47028 1.00965 0.240463 0.181444 0.0273951 0.649543 0.708828 0.584274 0.56618 
8.4 3 -2.19038 1.02992 2.26269 0.145627 0.0332109 0.0616056 0.422892 0.5879 0.10977 0.982414 
8.45 0 118.786 -1.69763 -1.48726 0.19949 0.17716 0.0179817 0.613719 0.647289 0.578203 0.449522 
8.45 1 -2.06765 0.287748 1.9013 0.0774405 0.113165 0.0884177 0.436584 0.609109 0.100984 0.986161 
8.45 2 145.354 1.36438 1.15492 0.218883 0.204994 0.0424148 0.651059 0.714028 0.581307 0.580691 
8.45 3 -0.713567 2.43726 0.352618 0.0319542 0.0288125 0.028774 0.246509 0.344094 0.055973 0.986681 
8.5 0 118.675 -1.54293 -1.64292 0.196532 0.181884 0.0263264 0.615155 0.658079 0.569002 0.50239 
8.5 1 -2.18309 -0.151332 1.30956 0.0169369 0.143841 0.0387215 0.400971 0.556278 0.110046 0.980237 
8.5 2 145.395 1.2441 1.28977 0.192965 0.231503 0.036406 0.651512 0.711933 0.584881 0.570153 
8.5 3 -0.908056 2.66615 1.21126 0.007449 0.0582645 0.0165751 0.256347 0.355508 0.0710004 0.979854 
8.55 0 118.833 -1.37488 -1.78404 0.186525 0.194817 0.0307069 0.617529 0.665817 0.565129 0.528755 
8.55 1 -2.38924 -0.257698 0.740012 0.0106335 0.100502 -0.00638807 0.33337 0.449341 0.1427 0.948233 
8.55 2 145.277 1.11234 1.415 0.181867 0.239384 0.0121244 0.649038 0.695464 0.599025 0.508042 
8.55 3 -1.06316 2.47212 2.04806 0.00716295 0.0404191 -0.00855057 0.218133 0.291509 0.100929 0.93815 
8.6 0 118.59 -1.19721 -1.90655 0.172973 0.207966 0.0264796 0.617203 0.666645 0.563439 0.534472 
8.6 1 -2.28765 -0.149643 0.324725 0.0261416 0.0383308 -0.0108973 0.253914 0.299072 0.198748 0.747244 
8.6 2 145.306 0.968579 1.52782 0.192988 0.226256 -0.00732869 0.647491 0.674979 0.618782 0.39948 
8.6 3 -1.02911 1.99744 2.67583 0.0191536 0.018575 -0.0132765 0.194239 0.253551 0.105685 0.908989 
8.65 0 118.797 -1.0092 -2.00996 0.167113 0.214832 0.0150387 0.618018 0.662082 0.57056 0.507305 
8.65 1 -2.23233 0.0696318 0.124292 0.0680114 0.0122363 0.00354084 0.28328 0.369419 0.155 0.90772 
8.65 2 145.406 0.81349 1.62574 0.213437 0.205959 -0.00608658 0.647608 0.658546 0.636483 0.256679 
8.65 3 -1.0283 1.29984 3.08916 0.038675 0.00600776 -0.00671392 0.211383 0.282846 0.0967647 0.93966 
8.7 0 118.658 -0.813415 -2.09285 0.167875 0.212506 0.00274284 0.616751 0.652187 0.57915 0.459819 
8.7 1 -1.97072 0.421102 0.126492 0.144072 0.0175647 0.044047 0.402041 0.561957 0.0864806 0.988088 
8.7 2 145.348 0.648884 1.70746 0.220313 0.200545 0.0118132 0.648735 0.672059 0.624541 0.369336 
8.7 3 -1.03131 0.489531 3.20747 0.038746 0.00642216 0.00908844 0.212528 0.286797 0.0899114 0.949587 
8.75 0 118.812 -0.610035 -2.15603 0.176273 0.204336 -0.00253089 0.616936 0.639629 0.593375 0.373361 
8.75 1 145.434 0.47518 1.77018 0.210107 0.214904 0.0282903 0.651929 0.694114 0.606817 0.485507 
8.75 2 -0.953894 -0.27423 2.99837 0.0356575 0.0319147 0.0315326 0.259947 0.361591 0.0663032 0.983045 
8.75 3 -1.62895 0.938247 0.423281 0.133361 0.0616144 0.0877583 0.44156 0.620153 0.0732175 0.993006 
8.8 0 118.724 -0.399183 -2.19877 0.182353 0.197806 0.0024713 0.61657 0.629589 0.60327 0.286113 
8.8 1 145.275 0.29619 1.81607 0.188401 0.2397 0.0280943 0.654294 0.71006 0.593311 0.549371 
8.8 2 -0.982996 -0.905228 2.46556 0.0148268 0.0757295 0.0302464 0.300926 0.419996 0.068675 0.986541 
8.8 3 -1.31544 1.42382 1.14347 0.0385966 0.108435 0.0616054 0.383447 0.537269 0.0735137 0.990595 
8.85 0 118.639 -0.185569 -2.22007 0.180534 0.200693 0.0101843 0.617435 0.640222 0.593775 0.373942 
8.85 1 -0.949428 -1.22031 1.65449 0.00257387 0.0940131 -0.00723193 0.310784 0.434929 0.0633314 0.989342 
8.85 2 145.089 0.113789 1.84266 0.172442 0.25786 0.00871065 0.655974 0.71936 0.58577 0.580454 
8.85 3 -1.42751 1.43131 1.97352 0.00384316 0.144874 0.00416343 0.385638 0.53851 0.0862596 0.987087 
8.9 0 118.516 0.031714 -2.22411 0.170494 0.212867 0.012316 0.619161 0.65755 0.578228 0.476145 
8.9 1 -0.950356 -1.12924 0.915998 0.019527 0.0613026 -0.0321041 0.284306 0.396777 0.0650198 0.986482 
8.9 2 145.19 -0.0723125 1.85185 0.178141 0.252647 -0.0172081 0.656345 0.716142 0.590523 0.565732 
8.9 3 -1.3199 1.0245 2.74 0.0208312 0.0724278 -0.0341939 0.305383 0.422998 0.0871231 0.978559 
8.95 0 118.497 0.246496 -2.20526 0.161358 0.225029 0.00465812 0.621601 0.671369 0.567485 0.534348 
8.95 1 145.217 -0.258971 1.84104 0.199023 0.230014 -0.0291405 0.655009 0.703595 0.602519 0.516407 
8.95 2 -0.986437 -0.780817 0.384244 0.0247837 0.0177704 -0.016663 0.206286 0.276785 0.0921853 0.942907 
8.95 3 -1.43386 0.32314 3.21768 0.0453114 0.0236186 -0.0262213 0.262545 0.354517 0.110354 0.950319 
9 0 118.387 0.456942 -2.16704 0.159542 0.22844 -0.0115022 0.622881 0.678689 0.561555 0.561596 
9 1 -1.02734 -0.400698 0.149094 0.0210357 0.00905273 -0.00292093 0.17346 0.208374 0.12945 0.783621 
9 2 145.008 -0.44552 1.81135 0.217219 0.208123 -0.0196582 0.652182 0.68242 0.620473 0.416305 
9 3 -1.48137 -0.486153 3.34592 0.0497118 0.0069997 -0.00233468 0.238142 0.315718 0.117239 0.928497 
9.05 0 118.555 0.660752 -2.10799 0.169418 0.220396 -0.025987 0.624351 0.680158 0.563039 0.561015 
9.05 1 -1.07054 -0.0974794 0.147696 0.0170701 0.0195231 0.0116884 0.191293 0.24515 0.114402 0.884435 
9.05 2 145.27 -0.629918 1.76238 0.218821 0.207155 0.000462729 0.652669 0.661573 0.64364 0.231254 
9.05 3 -1.59903 -1.26975 3.18292 0.0439217 0.0175067 0.0190411 0.247847 0.328291 0.122808 0.927395 
9.1 0 118.422 0.858388 -2.029 0.185379 0.202706 -0.0306684 0.622965 0.672177 0.569516 0.531162 
9.1 1 -1.03051 0.117531 0.320203 0.0174757 0.0530298 0.0275876 0.265529 0.368977 0.0697646 0.981963 
9.1 2 145.144 -0.80813 1.69376 0.203662 0.223182 0.0100981 0.653333 0.674486 0.631472 0.351398 
9.1 3 -1.48468 -1.92554 2.75536 0.0215154 0.048698 0.0267042 0.264978 0.360751 0.101418 0.95967 
9.15 0 145.229 -0.979461 1.60579 0.18858 0.242027 -0.000295852 0.656207 0.695743 0.614131 0.469939 
9.15 1 -1.43472 -2.36501 2.05542 0.00531144 0.0884473 0.0113736 0.3062 0.424206 0.0869888 0.978749 
9.15 2 118.263 1.04611 -1.92969 0.196896 0.188412 -0.0225783 0.620732 0.6567 0.582547 0.461611 
9.15 3 -0.824818 0.280798 0.806319 0.00763671 0.0948096 0.0245251 0.320072 0.449968 0.049205 0.994003 
9.2 0 -1.24262 -2.48567 1.19516 0.0125654 0.0927135 -0.0290626 0.324467 0.451979 0.0791996 0.984528 
9.2 1 145.144 -1.13839 1.50201 0.188341 0.245652 -0.0228589 0.658781 0.712254 0.600567 0.537612 
9.2 2 118.502 1.22714 -1.81179 0.199264 0.186488 -0.0103768 0.621089 0.640409 0.60115 0.344744 
9.2 3 -0.52066 0.223182 1.56277 0.0031321 0.0623524 -0.0119491 0.255899 0.359646 0.0402984 0.993703 
9.25 0 -1.22766 -2.23864 0.417193 0.0580468 0.0580739 -0.0549869 0.340765 0.475494 0.0784014 0.986313 
9.25 1 145.059 -1.2875 1.38267 0.206381 0.229767 -0.0398669 0.660415 0.720584 0.594185 0.565733 
9.25 2 -0.370722 -0.281644 2.26616 0.0151651 0.0258934 -0.0191902 0.202629 0.284447 0.0347409 0.992514 
9.25 3 118.447 1.39721 -1.67553 0.190998 0.194625 -0.00525092 0.620985 0.629868 0.611974 0.236666 
9.3 0 -1.18788 -1.66261 -0.123297 0.0891121 0.0135672 -0.0307986 0.320436 0.447385 0.0721444 0.986912 
9.3 1 144.88 -1.42119 1.24896 0.23153 0.204332 -0.0389851 0.660198 0.720027 0.594376 0.564414 
9.3 2 -0.524269 -1.1053 2.60627 0.0317507 0.00681343 -0.0127069 0.196377 0.27234 0.0543969 0.979849 
9.3 3 118.353 1.55606 -1.52456 0.182108 0.205012 -0.0117123 0.62219 0.647983 0.595281 0.395032 
9.35 0 -1.3811 -1.03982 -0.323251 0.0769302 0.00471579 0.00131428 0.285738 0.392312 0.0968698 0.969036 
9.35 1 144.924 -1.54475 1.10283 0.246344 0.188631 -0.0201515 0.659526 0.710892 0.603807 0.527805 
9.35 2 -0.676485 -1.97128 2.5087 0.037513 0.00211147 0.0020187 0.199059 0.274327 0.0631938 0.973106 
9.35 3 118.433 1.69935 -1.3583 0.185324 0.205454 -0.0246974 0.625122 0.666421 0.580895 0.490106 
9.4 0 144.897 -1.65406 0.947718 0.239785 0.192795 0.0014637 0.657708 0.692576 0.620885 0.44307 
9.4 1 -1.46537 -0.547726 -0.263143 0.0343085 0.0136162 0.0104667 0.218917 0.278135 0.13598 0.872341 
9.4 2 -0.753378 -2.67243 2.08587 0.0218278 0.0106421 0.0117267 0.180194 0.241773 0.0805336 0.942893 
9.4 3 118.298 1.82274 -1.18122 0.199925 0.193423 -0.0345971 0.627175 0.680329 0.569078 0.548006 
9.45 0 144.828 -1.74827 0.779286 0.221047 0.20974 0.007023 0.656344 0.669939 0.642461 0.283462 
9.45 1 -1.45952 -0.266763 -0.10465 0.0124356 0.0301438 0.00179728 0.206348 0.24627 0.156557 0.771925 
9.45 2 -0.681019 -3.15579 1.41475 0.00598063 0.0195944 0.00598845 0.159922 0.209063 0.0862711 0.910887 
9.45 3 118.217 1.92914 -0.993915 0.218281 0.176602 -0.0318119 0.628398 0.686253 0.564645 0.568341 
9.5 0 144.988 -1.82206 0.604073 0.208888 0.223764 -0.00458595 0.657763 0.670916 0.644341 0.278661 
9.5 1 -1.14864 -0.166704 0.121065 0.00703613 0.0577482 -0.0139747 0.254528 0.350269 0.0829474 0.971556 
9.5 2 -0.720042 -3.37326 0.63848 0.00320553 0.0318266 -0.00319922 0.187169 0.253692 0.0755286 0.954654 
9.5 3 118.341 2.0169 -0.801774 0.231071 0.165179 -0.0172673 0.629484 0.686034 0.567324 0.562258 
9.55 0 -0.759142 -3.2303 -0.188061 0.0158547 0.0283408 -0.01881 0.210227 0.28954 0.0675099 0.972438 
9.55 1 145.033 -1.88049 0.422255 0.216828 0.219083 -0.0230725 0.660235 0.694342 0.624268 0.437787 
9.55 2 -0.868279 -0.293639 0.514685 0.0206622 0.078913 -0.0388348 0.315555 0.443465 0.0498907 0.993652 
9.55 3 118.349 2.08137 -0.600044 0.230149 0.165327 0.00124209 0.628869 0.678487 0.574984 0.530874 
9.6 0 -0.678599 -2.77773 -0.885492 0.0419948 0.0136361 -0.0221501 0.235862 0.328984 0.0550558 0.985897 
9.6 1 144.983 -1.91895 0.237445 0.23905 0.200584 -0.0290198 0.663049 0.713627 0.608281 0.522925 
9.6 2 -0.595153 -0.786395 1.05525 0.0349484 0.0334165 -0.03343 0.261467 0.367753 0.0385663 0.994486 
9.6 3 118.264 2.12965 -0.394516 0.216589 0.176346 0.0102788 0.626845 0.66191 0.589699 0.454189 
9.65 0 144.969 -1.94038 0.0519503 0.259953 0.182944 -0.0154862 0.665505 0.72519 0.599911 0.56184 
9.65 1 -0.64066 -1.97937 -1.3165 0.0458535 0.0013907 -0.000717602 0.217357 0.30287 0.0525189 0.984851 
9.65 2 -0.483268 -1.61275 1.34301 0.0558896 0.00595689 -0.0170849 0.248689 0.349788 0.0366262 0.994503 
9.65 3 118.207 2.157 -0.184124 0.203872 0.187567 0.00766281 0.625651 0.643286 0.607505 0.328861 
9.7 0 144.8 -1.94141 -0.134446 0.264286 0.179414 0.00980555 0.666108 0.728566 0.597153 0.572896 
9.7 1 -0.640175 -1.21126 -1.32599 0.0455923 0.00864357 0.0178267 0.232886 0.324933 0.0537615 0.986217 
9.7 2 -0.520082 -2.39454 1.14945 0.0519742 0.00362868 0.0119114 0.235803 0.330907 0.0413107 0.992177 
9.7 3 118.206 2.16675 0.0310946 0.201802 0.189956 -0.00294403 0.625905 0.636385 0.615247 0.255596 
9.75 0 144.854 -1.92629 -0.319256 0.246301 0.19653 0.0290867 0.665455 0.720687 0.605204 0.542959 
9.75 1 -0.563586 -0.632111 -1.07444 0.0200408 0.0190001 0.0180422 0.197588 0.274118 0.0542356 0.980231 
9.75 2 -0.409703 -3.10025 0.529071 0.0185281 0.0155228 0.0162686 0.184529 0.258315 0.0370833 0.989642 
9.75 3 118.214 2.1544 0.244709 0.213569 0.180556 -0.00875188 0.627794 0.65688 0.597294 0.416167 
9.8 0 144.902 -1.89517 -0.501002 0.222131 0.218649 0.0279297 0.663912 0.704803 0.620332 0.474697 
9.8 1 -0.563161 -3.37785 -0.237448 0.00603005 0.0241088 0.00973375 0.173605 0.238131 0.0597619 0.967997 
9.8 2 -0.638763 -0.273344 -0.631479 0.00849915 0.0178341 0.00850209 0.162275 0.213849 0.0832779 0.921058 
9.8 3 118.296 2.12143 0.458133 0.226674 0.171021 -0.00352429 0.630631 0.673641 0.584464 0.49723 
9.85 0 -0.640596 -3.32067 -1.10057 0.00356631 0.0221281 -0.00355945 0.160295 0.213482 0.0762516 0.934035 
9.85 1 144.957 -1.84495 -0.680898 0.20973 0.229536 0.0101656 0.662772 0.683849 0.641001 0.348406 
9.85 2 -0.679612 -0.177955 -0.281709 0.00709919 0.0133415 -0.00353499 0.142971 0.172835 0.104925 0.794639 
9.85 3 118.196 2.06784 0.66276 0.232703 0.167178 0.0110785 0.632362 0.684873 0.575075 0.543078 
9.9 0 -0.716579 -2.99503 -1.80768 0.0129109 0.0147722 -0.0105407 0.166382 0.221012 0.0807443 0.930875 
9.9 1 144.91 -1.77643 -0.855122 0.217912 0.221197 -0.00666199 0.662654 0.672928 0.652217 0.24619 
9.9 2 -0.791723 -0.273468 -0.0165461 0.0281553 0.0138633 -0.0169375 0.204984 0.280687 0.0724711 0.966094 
9.9 3 118.062 1.99245 0.860977 0.225708 0.174932 0.0271446 0.632962 0.689184 0.571233 0.559465 
9.95 0 -0.677789 -2.36909 -2.36578 0.0257734 0.00573518 -0.00861975 0.177507 0.240712 0.0712395 0.955202 
9.95 1 144.786 -1.69123 -1.02139 0.238441 0.202246 -0.00663146 0.663842 0.692268 0.634144 0.40109 
9.95 2 -0.561901 -0.574954 0.163906 0.050022 0.0071221 -0.017474 0.239048 0.335376 0.0425546 0.991917 
9.95 3 118.157 1.901 1.04953 0.210725 0.190824 0.0346445 0.633679 0.688214 0.573985 0.551734 
10 0 144.559 -1.59213 -1.18014 0.251052 0.192132 0.0124012 0.66572 0.712117 0.615838 0.50212 
10 1 -0.714873 -1.55983 -2.6172 0.0397805 0.0031833 0.0063818 0.207277 0.285872 0.064844 0.973935 
10 2 118.032 1.7906 1.23012 0.19421 0.205447 0.0299663 0.632185 0.6787 0.581963 0.51454 
