t ekin epot bpot nu_top nu_bot nu_vol nu_eps nu_tmp nu_mix 
73.450000 0.0190589434 0.0204422527 -0.0287753716 5.42548676 5.45465292 5.61088627 4.36852711 5.33432059 5.1970862 
73.500000 0.019069362 0.0204333881 -0.0286012627 5.4262231 5.45526795 5.62126762 4.37078114 5.33608687 5.20270642 
73.550000 0.0190801794 0.0204240418 -0.0288764067 5.4270276 5.45595398 5.63152863 4.37314558 5.33798831 5.19966261 
73.600000 0.0190913837 0.0204142236 -0.0288348947 5.42789932 5.45671031 5.64165983 4.37561804 5.34002287 5.20064574 
73.650000 0.0191029627 0.0204039438 -0.0289036398 5.42883698 5.45753632 5.65165186 4.37819562 5.34218838 5.20332318 
73.700000 0.0191149039 0.0203932128 -0.0288191559 5.42983969 5.45843104 5.66149558 4.38087588 5.34448257 5.20431421 
73.750000 0.0191271944 0.0203820416 -0.0291078891 5.43090619 5.45939406 5.67118143 4.38365575 5.34690304 5.20423317 
73.800000 0.019139821 0.0203704417 -0.0289225793 5.43203512 5.46042407 5.68070088 4.38653261 5.34944731 5.21102964 
73.850000 0.0191527701 0.0203584249 -0.0289049825 5.43322532 5.46152037 5.69004466 4.38950327 5.35211276 5.21385962 
73.900000 0.0191660281 0.0203460034 -0.0288308144 5.43447546 5.46268196 5.6992041 4.3925647 5.35489667 5.21830944 
73.950000 0.0191795809 0.0203331896 -0.0289172202 5.43578426 5.46390754 5.70817064 4.39571378 5.35779624 5.22185552 
74.000000 0.0191934141 0.0203199966 -0.0285972079 5.43715018 5.46519596 5.71693591 4.39894738 5.36080854 5.23091099 
74.050000 0.0192075131 0.0203064376 -0.0292216171 5.43857187 5.46654616 5.72549146 4.40226188 5.36393055 5.22101565 
74.100000 0.0192218633 0.0202925261 -0.0288133717 5.44004768 5.46795692 5.73382926 4.40565416 5.36715916 5.23519939 
74.150000 0.0192364495 0.0202782763 -0.0289832092 5.44157629 5.46942661 5.74194144 4.4091206 5.37049114 5.23808777 
74.200000 0.0192512566 0.0202637023 -0.0287789165 5.44315609 5.47095367 5.74982047 4.41265787 5.37392318 5.24515322 
74.250000 0.019266269 0.0202488186 -0.0290603169 5.44478529 5.47253717 5.75745852 4.41626215 5.3774519 5.243537 
74.300000 0.0192814713 0.0202336402 -0.0289329037 5.44646248 5.47417507 5.76484874 4.41993006 5.38107378 5.25157301 
74.350000 0.0192968475 0.0202181821 -0.0292025254 5.44818589 5.47586611 5.77198388 4.42365775 5.38478526 5.25050239 
74.400000 0.0193123818 0.0202024599 -0.0287965462 5.44995382 5.47760832 5.77885693 4.42744136 5.38858268 5.26567526 
74.450000 0.0193280579 0.020186489 -0.0290804401 5.45176454 5.47940009 5.7854615 4.43127706 5.39246229 5.26582454 
74.500000 0.0193438599 0.0201702855 -0.0288905764 5.45361639 5.48123945 5.79179122 4.43516117 5.39642028 5.27686397 
74.550000 0.0193597712 0.0201538653 -0.0294006955 5.45550739 5.48312489 5.7978402 4.43908971 5.40045276 5.27352261 
74.600000 0.0193757755 0.0201372449 -0.0288094842 5.45743584 5.48505424 5.8036024 4.44305878 5.40455576 5.29318729 
74.650000 0.0193918562 0.0201204406 -0.0294594387 5.45939983 5.48702539 5.80907248 4.44706419 5.40872524 5.28538462 
74.700000 0.019407997 0.0201034693 -0.0288901726 5.46139753 5.48903683 5.81424524 4.45110227 5.41295712 5.30287833 
74.750000 0.0194241811 0.0200863476 -0.0290851791 5.46342711 5.49108614 5.81911558 4.45516871 5.41724722 5.30500164 
74.800000 0.0194403919 0.0200690926 -0.0288004774 5.46548661 5.49317118 5.8236789 4.4592596 5.42159133 5.31901208 
74.850000 0.0194566126 0.0200517213 -0.0293354351 5.46757406 5.4952897 5.82793094 4.46337077 5.42598518 5.31759094 
74.900000 0.0194728268 0.0200342509 -0.0290418092 5.46968766 5.49743998 5.83186746 4.46749809 5.43042444 5.3284274 
74.950000 0.0194890176 0.0200166988 -0.0293442482 5.47182524 5.49961935 5.83548492 4.47163749 5.43490476 5.3314674 
75.000000 0.0195051686 0.0199990823 -0.0289332821 5.47398495 5.5018257 5.83877996 4.47578485 5.4394217 5.3465523 
75.050000 0.0195212631 0.0199814188 -0.0292437118 5.47616461 5.50405673 5.8417494 4.47993599 5.44397084 5.35005574 
75.100000 0.0195372847 0.0199637258 -0.0291666518 5.47836241 5.50630981 5.84439047 4.48408678 5.44854769 5.35674079 
75.150000 0.019553217 0.0199460206 -0.029186723 5.4805763 5.508583 5.84670072 4.48823304 5.45314771 5.36727716 
75.200000 0.0195690435 0.0199283209 -0.0289538226 5.48280409 5.51087372 5.84867844 4.49237082 5.4577664 5.37811649 
75.250000 0.0195847482 0.0199106439 -0.0291717635 5.48504387 5.51317933 5.85032146 4.49649581 5.46239918 5.38366719 
75.300000 0.019600315 0.0198930073 -0.0287816124 5.48729352 5.51549778 5.8516288 4.50060403 5.46704147 5.39758234 
75.350000 0.0196157279 0.0198754282 -0.0293690214 5.48955095 5.51782638 5.85259922 4.5046913 5.4716887 5.39827434 
75.400000 0.0196309714 0.0198579241 -0.0290588306 5.49181413 5.52016252 5.85323219 4.50875368 5.47633626 5.41160536 
75.450000 0.0196460298 0.019840512 -0.0293056853 5.49408102 5.5225041 5.85352739 4.512787 5.48097956 5.41631299 
75.500000 0.0196608878 0.0198232092 -0.0288828434 5.49634962 5.5248483 5.85348493 4.51678748 5.48561398 5.42937289 
75.550000 0.0196755302 0.0198060325 -0.0293902211 5.49861759 5.52719272 5.85310505 4.52075099 5.49023496 5.43032591 
75.600000 0.0196899422 0.0197889988 -0.0289302323 5.50088311 5.52953487 5.85238885 4.52467374 5.4948379 5.44664044 
75.650000 0.0197041091 0.0197721247 -0.0294344477 5.50314405 5.53187208 5.85133732 4.52855175 5.49941826 5.44835302 
75.700000 0.0197180165 0.0197554267 -0.0290480771 5.50539835 5.53420211 5.84995209 4.53238126 5.50397149 5.46053227 
75.750000 0.0197316503 0.0197389211 -0.0294361285 5.50764393 5.53652229 5.84823488 4.53615836 5.50849307 5.46615633 
75.800000 0.0197449967 0.0197226239 -0.0291764353 5.50987874 5.53883035 5.84618819 4.53987965 5.51297852 5.47675612 
75.850000 0.0197580422 0.019706551 -0.0293674314 5.51210077 5.54112352 5.84381431 4.54354113 5.5174234 5.4826114 
75.900000 0.0197707737 0.0196907179 -0.0293186361 5.51430798 5.54339958 5.84111643 4.54713935 5.5218233 5.49232075 
75.950000 0.0197831784 0.0196751399 -0.0294559674 5.51649836 5.545656 5.83809782 4.5506708 5.52617386 5.50192813 
76.000000 0.0197952435 0.0196598321 -0.0291477575 5.51866998 5.54789041 5.83476208 4.55413188 5.53047077 5.51097827 
76.050000 0.0198069573 0.019644809 -0.0293598005 5.52082078 5.55010052 5.83111346 4.55751945 5.53470978 5.51721344 
76.100000 0.019818308 0.0196300853 -0.0290491954 5.52294879 5.55228397 5.82715613 4.56083013 5.53888669 5.52727721 
76.150000 0.0198292843 0.0196156748 -0.0293623912 5.52505218 5.55443823 5.82289486 4.56406073 5.54299738 5.53364085 
76.200000 0.0198398751 0.0196015913 -0.0291442879 5.52712894 5.55656129 5.81833478 4.56720811 5.54703778 5.54357962 
76.250000 0.01985007 0.0195878481 -0.0293695212 5.52917713 5.5586509 5.81348102 4.57026918 5.55100392 5.54981799 
76.300000 0.0198598591 0.0195744582 -0.0290647944 5.53119492 5.56070483 5.80833961 4.5732411 5.5548919 5.55782158 
76.350000 0.0198692326 0.0195614343 -0.0292919273 5.5331804 5.56272083 5.80291633 4.57612099 5.5586979 5.56606338 
76.400000 0.0198781813 0.0195487883 -0.0290789856 5.53513183 5.56469707 5.79721762 4.57890612 5.56241819 5.57490951 
76.450000 0.0198866966 0.0195365321 -0.0293917987 5.53704739 5.56663138 5.79124991 4.58159375 5.56604915 5.58055524 
76.500000 0.0198947702 0.019524677 -0.0291206877 5.53892529 5.5685218 5.78502034 4.58418145 5.56958722 5.58817893 
76.550000 0.0199023943 0.0195132338 -0.0292417169 5.5407639 5.57036642 5.7785359 4.58666665 5.57302897 5.59512095 
76.600000 0.0199095618 0.019502213 -0.0289285925 5.54256142 5.57216328 5.7718043 4.58904734 5.57637108 5.60257902 
76.650000 0.019916266 0.0194916244 -0.0293178944 5.54431629 5.5739107 5.76483316 4.59132117 5.57961033 5.61040344 
76.700000 0.0199225004 0.0194814775 -0.0289456433 5.54602682 5.57560693 5.75763032 4.59348588 5.5827436 5.61747692 
76.750000 0.0199282593 0.0194717814 -0.0293892255 5.5476915 5.57725026 5.75020417 4.59553963 5.58576792 5.62450128 
76.800000 0.0199335376 0.0194625444 -0.0291519577 5.54930877 5.57883919 5.74256318 4.5974807 5.58868041 5.63031963 
76.850000 0.0199383304 0.0194537745 -0.0294446436 5.55087709 5.58037221 5.73471586 4.59930707 5.59147833 5.63720493 
76.900000 0.0199426338 0.0194454792 -0.0291432848 5.55239509 5.58184775 5.72667141 4.60101752 5.59415906 5.64250116 
76.950000 0.019946444 0.0194376654 -0.0291425161 5.55386136 5.58326446 5.71843869 4.60261042 5.59672013 5.64812237 
77.000000 0.0199497578 0.0194303395 -0.0292833729 5.55527451 5.58462109 5.71002707 4.60408442 5.59915918 5.65589873 
77.050000 0.0199525727 0.0194235073 -0.0291096353 5.5566333 5.58591642 5.70144597 4.60543823 5.60147401 5.65990093 
77.100000 0.0199548867 0.0194171742 -0.0291841508 5.55793648 5.58714928 5.69270503 4.6066709 5.60366253 5.66609338 
77.150000 0.0199566982 0.019411345 -0.0291047526 5.55918281 5.58831877 5.68381402 4.60778148 5.60572281 5.66999724 
77.200000 0.0199580063 0.0194060239 -0.0287881141 5.56037124 5.58942359 5.67478281 4.60876902 5.60765306 5.67342765 
77.250000 0.0199588104 0.0194012145 -0.0292346653 5.56150061 5.59046316 5.66562144 4.60963284 5.60945164 5.68162084 
77.300000 0.0199591109 0.0193969201 -0.0289573905 5.56256993 5.5914365 5.65634011 4.61037257 5.61111705 5.68451696 
77.350000 0.0199589083 0.0193931431 -0.0292248523 5.56357823 5.59234289 5.64694894 4.61098766 5.61264794 5.68971805 
77.400000 0.0199582038 0.0193898857 -0.0291166419 5.56452458 5.5931818 5.6374583 4.61147781 5.6140431 5.69429831 
77.450000 0.019956999 0.0193871492 -0.0291763432 5.56540822 5.59395248 5.62787861 4.61184292 5.6153015 5.69814877 
77.500000 0.0199552962 0.0193849345 -0.028885131 5.56622829 5.59465459 5.61822031 4.61208295 5.61642222 5.6990148 
77.550000 0.0199530982 0.0193832421 -0.0293579472 5.56698409 5.59528766 5.60849382 4.61219804 5.61740452 5.70728985 
77.600000 0.0199504082 0.0193820717 -0.0290678614 5.56767499 5.59585146 5.59870969 4.61218851 5.61824782 5.7082442 
77.650000 0.01994723 0.0193814226 -0.0290640643 5.56830039 5.59634556 5.58887842 4.61205448 5.61895168 5.71018055 
77.700000 0.0199435681 0.0193812935 -0.0290420028 5.56885978 5.59677 5.57901065 4.61179674 5.6195158 5.71380318 
77.750000 0.0199394268 0.0193816825 -0.0292705275 5.5693527 5.59712461 5.56911669 4.61141569 5.61994005 5.71850095 
77.800000 0.0199348119 0.0193825873 -0.028821133 5.56977876 5.59740954 5.55920727 4.61091236 5.62022447 5.71616624 
77.850000 0.0199297289 0.0193840049 -0.0292027308 5.57013765 5.59762466 5.54929276 4.61028748 5.62036922 5.72189332 
77.900000 0.0199241841 0.019385932 -0.0292243245 5.57042915 5.59777022 5.5393836 4.60954223 5.62037462 5.72435481 
77.950000 0.0199181842 0.0193883645 -0.029184952 5.57065312 5.59784655 5.52949006 4.60867773 5.62024115 5.72525986 
78.000000 0.0199117363 0.019391298 -0.0287253575 5.57080935 5.5978538 5.51962254 4.60769514 5.61996945 5.72157849 
78.050000 0.0199048481 0.0193947275 -0.0293331092 5.57089788 5.59779247 5.50979106 4.60659592 5.61956027 5.7300667 
78.100000 0.0198975275 0.0193986476 -0.0290268733 5.57091877 5.59766282 5.50000581 4.60538147 5.61901455 5.72775507 
78.150000 0.0198897828 0.0194030523 -0.0293388539 5.57087206 5.59746571 5.49027681 4.60405344 5.61833333 5.73131719 
78.200000 0.0198816233 0.0194079351 -0.0289713797 5.57075801 5.59720157 5.48061367 4.60261362 5.61751784 5.72687421 
78.250000 0.019873058 0.0194132892 -0.029183908 5.5705768 5.59687106 5.47102654 4.60106394 5.61656941 5.73051558 
78.300000 0.0198640966 0.0194191071 -0.0289497329 5.57032878 5.59647494 5.46152461 4.59940626 5.61548954 5.72650828 
78.350000 0.0198547491 0.019425381 -0.029111949 5.57001433 5.59601396 5.45211752 4.59764265 5.61427984 5.72893289 
78.400000 0.0198450259 0.0194321028 -0.0289391638 5.56963396 5.595489 5.44281455 4.59577537 5.61294207 5.72552148 
78.450000 0.0198349377 0.0194392637 -0.0293151754 5.56918825 5.59490109 5.43362471 4.59380652 5.61147811 5.73024757 
78.500000 0.0198244955 0.0194468546 -0.0289340778 5.56867773 5.59425104 5.42455684 4.59173871 5.60988997 5.7232033 
78.550000 0.0198137108 0.019454866 -0.029104107 5.56810308 5.59354 5.41561988 4.58957416 5.60817981 5.72542081 
78.600000 0.0198025953 0.019463288 -0.028536719 5.56746507 5.59276898 5.40682217 4.58731558 5.60634987 5.71468497 
78.650000 0.0197911608 0.0194721105 -0.0290844566 5.56676451 5.59193905 5.39817203 4.5849655 5.60440252 5.72227229 
78.700000 0.0197794198 0.0194813227 -0.0288751456 5.56600226 5.59105181 5.38967766 4.58252678 5.60234025 5.71676873 
78.750000 0.0197673845 0.0194909137 -0.0289859316 5.56517924 5.590108 5.38134687 4.58000215 5.60016568 5.715576 
78.800000 0.019755068 0.0195008723 -0.0289365282 5.5642965 5.58910916 5.3731872 4.57739436 5.5978815 5.7121642 
78.850000 0.0197424828 0.0195111867 -0.0291294903 5.56335505 5.58805667 5.36520636 4.57470673 5.59549054 5.71369291 
78.900000 0.0197296424 0.0195218451 -0.0287165164 5.5623561 5.58695156 5.35741122 4.57194195 5.59299569 5.70407797 
78.950000 0.0197165601 0.0195328353 -0.0290303079 5.56130093 5.58579573 5.34980885 4.56910317 5.59039995 5.70529274 
79.000000 0.0197032494 0.0195441448 -0.0289093416 5.56019056 5.58459035 5.34240586 4.56619351 5.58770644 5.7002048 
79.050000 0.0196897242 0.0195557609 -0.02885548 5.55902654 5.58333706 5.33520871 4.56321624 5.58491831 5.69550669 
79.100000 0.0196759982 0.0195676705 -0.0287368326 5.55781005 5.58203718 5.32822345 4.5601745 5.58203884 5.68985823 
79.150000 0.0196620854 0.0195798604 -0.0289684179 5.55654261 5.58069253 5.32145598 4.5570716 5.57907137 5.68861977 
79.200000 0.0196480001 0.0195923173 -0.0287054713 5.55522566 5.57930442 5.31491207 4.55391105 5.57601932 5.68076854 
79.250000 0.0196337564 0.0196050276 -0.0290265574 5.55386078 5.57787456 5.30859701 4.55069611 5.57288616 5.68286895 
79.300000 0.0196193686 0.0196179773 -0.0287219902 5.55244958 5.57640478 5.30251572 4.54743026 5.56967544 5.67382519 
79.350000 0.019604851 0.0196311526 -0.0288317703 5.55099342 5.57489645 5.29667305 4.54411693 5.56639079 5.67024406 
79.400000 0.0195902181 0.0196445393 -0.0288034187 5.54949426 5.57335141 5.29107376 4.54075969 5.56303586 5.6660068 
79.450000 0.0195754844 0.0196581231 -0.0288884599 5.54795367 5.57177133 5.28572175 4.53736188 5.55961437 5.66056867 
79.500000 0.0195606644 0.0196718898 -0.0286563166 5.54637345 5.57015784 5.28062111 4.53392722 5.55613009 5.652334 
79.550000 0.0195457725 0.0196858248 -0.028989402 5.54475531 5.56851301 5.27577565 4.53045917 5.55258682 5.65165306 
79.600000 0.0195308234 0.0196999135 -0.0287252385 5.5431012 5.56683831 5.27118864 4.52696139 5.54898841 5.64284424 
79.650000 0.0195158314 0.0197141414 -0.0289606659 5.54141294 5.56513561 5.26686322 4.52343731 5.54533874 5.64008003 
79.700000 0.019500811 0.0197284937 -0.0286058362 5.53969226 5.56340654 5.26280208 4.51989069 5.54164171 5.62949068 
79.750000 0.0194857765 0.0197429556 -0.0288736632 5.53794116 5.56165292 5.25900798 4.51632502 5.53790126 5.62727093 
79.800000 0.0194707425 0.0197575125 -0.0286295855 5.53616167 5.55987674 5.25548321 4.51274394 5.53412134 5.61934696 
79.850000 0.0194557229 0.0197721496 -0.0287711619 5.53435568 5.55807963 5.25222956 4.50915096 5.53030591 5.61426829 
79.900000 0.0194407321 0.019786852 -0.0286588263 5.53252522 5.55626353 5.24924899 4.50554974 5.52645894 5.60660229 
79.950000 0.0194257841 0.019801605 -0.0288846565 5.53067223 5.5544301 5.24654271 4.50194376 5.52258443 5.60152412 
80.000000 0.0194108928 0.0198163938 -0.0285830093 5.52879885 5.55258137 5.24411207 4.49833666 5.51868635 5.59304417 
80.050000 0.0193960721 0.0198312039 -0.0287720432 5.52690697 5.55071879 5.24195783 4.49473192 5.5147687 5.58700675 
80.100000 0.0193813355 0.0198460205 -0.0287705951 5.52499859 5.5488444 5.2400806 4.49113299 5.51083546 5.58213572 
80.150000 0.0193666965 0.0198608291 -0.0288068319 5.52307597 5.54696008 5.23848076 4.48754335 5.50689058 5.57560414 
80.200000 0.0193521687 0.0198756153 -0.0285058338 5.52114095 5.54506757 5.23715874 4.48396671 5.50293804 5.56499707 
80.250000 0.019337765 0.0198903646 -0.0288473499 5.51919589 5.54316855 5.23611378 4.48040615 5.49898175 5.56083132 
80.300000 0.0193234985 0.0199050629 -0.0285308478 5.51724245 5.54126483 5.2353459 4.47686528 5.49502566 5.55226399 
80.350000 0.0193093819 0.0199196959 -0.028551737 5.51528297 5.53935833 5.23485427 4.47334729 5.49107364 5.54510924 
80.400000 0.0192954279 0.0199342496 -0.0284361518 5.51331951 5.5374507 5.23463802 4.46985568 5.48712956 5.53569665 
80.450000 0.0192816487 0.0199487103 -0.0286847568 5.51135396 5.53554384 5.23469602 4.46639364 5.48319726 5.53207192 
80.500000 0.0192680565 0.0199630642 -0.0284459268 5.50938852 5.5336392 5.23502671 4.46296433 5.47928052 5.52209751 
80.550000 0.0192546631 0.0199772978 -0.0287585871 5.50742513 5.5317388 5.2356285 4.45957089 5.47538312 5.51910742 
80.600000 0.0192414802 0.0199913978 -0.0284019542 5.50546582 5.5298442 5.23649966 4.45621656 5.47150876 5.50714422 
80.650000 0.019228519 0.0200053509 -0.0287234451 5.50351274 5.5279571 5.23763772 4.45290419 5.46766111 5.5042911 
80.700000 0.0192157906 0.0200191444 -0.0283858228 5.50156764 5.52607944 5.23904051 4.44963697 5.4638438 5.49495487 
80.750000 0.019203306 0.0200327654 -0.0289160287 5.49963265 5.52421266 5.24070575 4.44641793 5.46006039 5.4915245 
80.800000 0.0191910757 0.0200462015 -0.0285284831 5.49770964 5.52235842 5.24263028 4.44324983 5.4563144 5.48119138 
80.850000 0.0191791099 0.0200594403 -0.0287727993 5.49580059 5.52051849 5.24481126 4.44013546 5.45260929 5.47530302 
80.900000 0.0191674185 0.02007247 -0.028668119 5.49390741 5.51869432 5.24724552 4.43707772 5.44894845 5.4684265 
80.950000 0.0191560112 0.0200852786 -0.0286037971 5.49203193 5.51688773 5.24992954 4.43407913 5.44533521 5.459697 
81.000000 0.0191448972 0.0200978547 -0.0283701391 5.49017594 5.51509986 5.25285977 4.43114237 5.44177285 5.45252414 
81.050000 0.0191340856 0.0201101871 -0.0285226458 5.48834139 5.51333286 5.25603238 4.42827001 5.43826456 5.44612506 
81.100000 0.0191235851 0.0201222648 -0.028505129 5.48652987 5.51158766 5.2594434 4.42546453 5.43481348 5.43770215 
81.150000 0.0191134039 0.0201340772 -0.0286750697 5.48474331 5.50986613 5.2630886 4.42272816 5.43142266 5.43302807 
81.200000 0.0191035502 0.0201456138 -0.0282500786 5.48298324 5.50816962 5.26696368 4.42006347 5.42809509 5.42401215 
81.250000 0.0190940316 0.0201568646 -0.0287568427 5.48125145 5.50649971 5.27106423 4.41747271 5.42483368 5.42137739 
81.300000 0.0190848554 0.0201678198 -0.0285210106 5.47954952 5.50485771 5.27538537 4.41495779 5.42164125 5.41293789 
81.350000 0.0190760287 0.0201784699 -0.0287760966 5.47787909 5.50324492 5.27992227 4.41252096 5.41852057 5.40777584 
81.400000 0.019067558 0.020188806 -0.0285060878 5.47624165 5.50166292 5.2846699 4.41016419 5.41547428 5.40110512 
81.450000 0.0190594496 0.020198819 -0.0288538374 5.47463868 5.50011287 5.28962308 4.40788939 5.41250499 5.39537498 
81.500000 0.0190517094 0.0202085007 -0.0284111207 5.47307167 5.49859611 5.29477646 4.40569839 5.4096152 5.38701729 
81.550000 0.0190443429 0.0202178428 -0.0288381551 5.47154208 5.49711387 5.3001246 4.40359289 5.40680731 5.38215205 
81.600000 0.0190373553 0.0202268376 -0.0285968638 5.47005121 5.49566756 5.30566191 4.4015746 5.40408364 5.37624096 
81.650000 0.0190307516 0.0202354776 -0.0287951526 5.46860043 5.49425826 5.31138249 4.39964511 5.40144644 5.37037623 
81.700000 0.0190245361 0.0202437558 -0.028515821 5.46719094 5.49288709 5.3172806 4.39780596 5.39889785 5.36500075 
81.750000 0.0190187129 0.0202516654 -0.0287337027 5.46582409 5.49155518 5.32335022 4.39605849 5.39643992 5.35880953 
81.800000 0.0190132856 0.0202592001 -0.028420063 5.46450095 5.4902637 5.32958513 4.39440395 5.39407462 5.35431763 
81.850000 0.0190082577 0.0202663539 -0.0287160054 5.46322268 5.48901367 5.33597911 4.39284356 5.39180382 5.3483113 
81.900000 0.019003632 0.0202731211 -0.0285413162 5.46199036 5.48780619 5.34252579 4.39137851 5.38962928 5.34323214 
81.950000 0.0189994111 0.0202794966 -0.0288237403 5.46080498 5.48664218 5.34921878 4.39000988 5.3875527 5.33755262 
82.000000 0.0189955973 0.0202854754 -0.0286174422 5.45966755 5.48552256 5.35605133 4.38873838 5.38557564 5.33436171 
82.050000 0.0189921922 0.0202910531 -0.0288637755 5.45857895 5.48444831 5.36301689 4.38756495 5.3836996 5.32821803 
82.100000 0.0189891975 0.0202962255 -0.0284915152 5.45754008 5.48342025 5.37010872 4.38649046 5.38192596 5.32532738 
82.150000 0.018986614 0.020300989 -0.028826309 5.45655169 5.48243922 5.3773199 4.38551546 5.38025602 5.31887551 
82.200000 0.0189844425 0.0203053401 -0.0285587988 5.45561455 5.48150609 5.38464362 4.38464062 5.37869096 5.31670962 
82.250000 0.0189826834 0.0203092759 -0.0287363595 5.45472943 5.48062147 5.39207278 4.38386633 5.37723189 5.31106648 
82.300000 0.0189813366 0.0203127939 -0.0284599575 5.45389687 5.47978618 5.39960033 4.38319299 5.3758798 5.30903982 
82.350000 0.0189804014 0.0203158918 -0.0288825313 5.45311754 5.47900089 5.40721912 4.3826208 5.37463558 5.30259509 
82.400000 0.0189798773 0.0203185679 -0.0286182808 5.45239198 5.47826614 5.41492203 4.3821502 5.37350003 5.30098528 
82.450000 0.0189797629 0.0203208207 -0.0287821825 5.45172066 5.47758252 5.42270165 4.38178099 5.37247385 5.29667671 
82.500000 0.0189800569 0.0203226493 -0.0288751135 5.45110399 5.47695063 5.43055084 4.38151342 5.37155762 5.29309067 
82.550000 0.0189807571 0.0203240531 -0.0287321738 5.45054237 5.47637093 5.43846215 4.38134726 5.37075186 5.29101902 
82.600000 0.0189818615 0.0203250317 -0.0286423491 5.45003612 5.47584384 5.44642826 4.38128244 5.37005696 5.28935256 
82.650000 0.0189833672 0.0203255854 -0.0288156257 5.44958551 5.4753698 5.45444169 4.38131862 5.3694732 5.28502625 
82.700000 0.0189852714 0.0203257147 -0.0287454361 5.44919076 5.47494909 5.46249503 4.38145551 5.3690008 5.2833201 
82.750000 0.0189875706 0.0203254206 -0.0287767004 5.44885203 5.4745821 5.47058079 4.38169256 5.36863985 5.28124276 
82.800000 0.0189902612 0.0203247042 -0.0287647408 5.44856943 5.47426905 5.47869143 4.38202925 5.36839035 5.27906155 
82.850000 0.0189933392 0.0203235675 -0.0287971638 5.44834303 5.47401009 5.48681952 4.38246502 5.3682522 5.27727502 
82.900000 0.0189968 0.0203220124 -0.0286220996 5.44817281 5.47380547 5.49495755 4.38299914 5.3682252 5.2774484 
82.950000 0.019000639 0.0203200414 -0.0287440087 5.44805874 5.47365535 5.50309794 4.38363074 5.36830905 5.2759707 
83.000000 0.0190048513 0.0203176573 -0.0288068216 5.44800072 5.4735597 5.51123317 4.3843589 5.36850336 5.27370127 
83.050000 0.0190094312 0.0203148634 -0.0288863931 5.44799858 5.47351848 5.51935592 4.38518287 5.36880764 5.27235899 
83.100000 0.0190143732 0.0203116632 -0.0287792967 5.44805214 5.47353181 5.52745849 4.38610141 5.36922131 5.27213476 
83.150000 0.0190196712 0.0203080608 -0.0289181945 5.44816112 5.47359952 5.53553357 4.38711342 5.36974368 5.27048979 
83.200000 0.0190253189 0.0203040603 -0.0286865628 5.44832527 5.4737215 5.54357368 4.38821769 5.37037397 5.27222331 
83.250000 0.0190313095 0.0202996665 -0.0288973789 5.44854422 5.47389745 5.55157138 4.38941283 5.37111132 5.27099651 
83.300000 0.0190376363 0.0202948844 -0.0290012062 5.44881754 5.4741275 5.55951944 4.39069758 5.37195475 5.26900345 
83.350000 0.0190442919 0.0202897194 -0.0289704296 5.44914481 5.47441103 5.56741038 4.39207034 5.37290321 5.27015054 
83.400000 0.0190512688 0.0202841772 -0.0287858921 5.44952553 5.47474781 5.57523707 4.3935297 5.37395556 5.27225959 
83.450000 0.0190585592 0.0202782639 -0.028890598 5.44995916 5.4751374 5.58299223 4.39507392 5.37511055 5.27221445 
83.500000 0.019066155 0.0202719858 -0.0289449393 5.45044511 5.47557954 5.59066886 4.3967014 5.37636685 5.27184413 
83.550000 0.0190740478 0.0202653498 -0.0289674417 5.45098276 5.47607368 5.59825971 4.3984103 5.37772305 5.27346311 
83.600000 0.019082229 0.0202583628 -0.0290115334 5.45157143 5.47661929 5.60575788 4.40019879 5.37917765 5.27384198 
83.650000 0.0190906898 0.0202510323 -0.028862085 5.45221035 5.47721578 5.61315642 4.40206496 5.38072905 5.27707949 
83.700000 0.0190994211 0.0202433658 -0.0288374852 5.45289884 5.47786265 5.62044855 4.40400687 5.38237558 5.2787569 
83.750000 0.0191084133 0.0202353715 -0.0291109514 5.45363612 5.47855893 5.62762746 4.40602233 5.38411549 5.27731865 
83.800000 0.0191176572 0.0202270576 -0.0286316783 5.45442118 5.47930423 5.63468664 4.4081093 5.38594694 5.28614319 
83.850000 0.0191271427 0.0202184326 -0.0288761953 5.45525329 5.48009768 5.64161948 4.41026559 5.387868 5.28595325 
83.900000 0.0191368601 0.0202095054 -0.0289533349 5.45613149 5.48093845 5.6484197 4.41248909 5.38987669 5.28696688 
83.950000 0.0191467988 0.0202002851 -0.0289434848 5.4570548 5.48182575 5.65508092 4.41477727 5.39197091 5.28963951 
84.000000 0.0191569487 0.0201907812 -0.0288557932 5.4580222 5.48275856 5.66159697 4.4171281 5.39414854 5.29377891 
84.050000 0.0191672992 0.0201810032 -0.0291626687 5.45903274 5.48373617 5.66796177 4.4195389 5.39640733 5.29233116 
84.100000 0.0191778395 0.0201709611 -0.0291059287 5.46008526 5.48475731 5.67416963 4.42200738 5.398745 5.29580759 
84.150000 0.0191885586 0.020160665 -0.0292241201 5.46117867 5.48582113 5.68021461 4.4245309 5.40115919 5.29812166 
84.200000 0.0191994455 0.0201501252 -0.0290087724 5.46231185 5.48692629 5.68609123 4.42710704 5.40364747 5.30533501 
84.250000 0.0192104889 0.0201393524 -0.0289791946 5.4634837 5.48807209 5.69179398 4.42973305 5.40620732 5.30873075 
84.300000 0.0192216776 0.0201283574 -0.0288676182 5.46469296 5.48925717 5.69731761 4.43240638 5.40883619 5.31356493 
84.350000 0.0192329999 0.0201171511 -0.0290803253 5.46593831 5.49048039 5.70265687 4.43512425 5.41153146 5.31509333 
